fid,imageName,lat,lng,dataTime,remark,上傳者,標註者,驗證者,標籤,createdAt,updatedAt,原本有無設置人行空間,保護性,原始總寬度－是否夠寬讓輪椅通行,佔用情形(多選)-導致兩人交會需停讓或淨寬<1.5米,行人被迫實際行走路徑中會碰到的最大動態風險,承受上題風險的頻率,使用目的,思源地圖類別-無須填寫,思源地圖名稱-無須填寫,imageUrl,_id,rank_a1,rank_b1,rank_c1,COUNTYNAME,TOWNNAME,VILLNAME,村里全名,edu_Distance,hospital_Distance,near_edu,near_hospital
"467",00467.jpg,24.99388803,121.3039215,2022/12/30,,63aaba694ee1ac5fdf6327b9_SWL,,,,2022/12/30,2022/12/30,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（有停車格）|公共設施阻礙（樹穴）,有機車行駛,有時如此(49~30%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aecf7a4ee1ac386b6328f4.jpg,63aecf7a4ee1ac386b6328f4,5,-3,2,桃園市,桃園區,西門里,桃園市桃園區西門里,128.432156543001,422.147195811615,"1","1"
"468",00468.jpg,24.99528485,121.3032617,2022/12/30,,63aaba694ee1ac5fdf6327b9_SWL,,,,2022/12/30,2022/12/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),工作|通學|休閒|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aecfad4ee1ac424a6328f5.jpg,63aecfad4ee1ac424a6328f5,2.6,-7,0,桃園市,桃園區,光興里,桃園市桃園區光興里,124.870482332687,538.545275901195,"1","0"
"469",00469.jpg,24.99529316,121.3028862,2022/12/30,,63aaba694ee1ac5fdf6327b9_SWL,,,,2022/12/30,2022/12/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),通學|工作|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aecfd44ee1ac63e36328f6.jpg,63aecfd44ee1ac63e36328f6,2.6,-7,0,桃園市,桃園區,光興里,桃園市桃園區光興里,161.646160907333,572.891744120914,"1","0"
"470",00470.jpg,24.99492778,121.3031194,2022/12/30,,63aaba694ee1ac5fdf6327b9_SWL,,,,2022/12/30,2022/12/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),通學|工作|採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aecfef4ee1ac0a486328f7.jpg,63aecfef4ee1ac0a486328f7,2.6,-7,0,桃園市,桃園區,光興里,桃園市桃園區光興里,133.48349594944,534.797369364296,"1","0"
"471",00471.jpg,24.99486623,121.3032295,2022/12/30,,63aaba694ee1ac5fdf6327b9_SWL,,,,2022/12/30,2022/12/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),通學|工作|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aed0104ee1ac27ee6328f8.jpg,63aed0104ee1ac27ee6328f8,2.6,-7,0,桃園市,桃園區,光興里,桃園市桃園區光興里,122.673044624307,521.911431458608,"1","0"
"472",00472.jpg,24.99541241,121.3031135,2022/12/30,,63aaba694ee1ac5fdf6327b9_SWL,,,,2022/12/30,2022/12/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),通學|工作|採購食物|採購日用|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aed3954ee1ac63f66328f9.jpg,63aed3954ee1ac63f66328f9,2.6,-7,0,桃園市,桃園區,光興里,桃園市桃園區光興里,143.66686672116,558.35048820043,"1","0"
"473",00473.jpg,24.9954309,121.3030062,2022/12/30,,63aaba694ee1ac5fdf6327b9_SWL,,,,2022/12/30,2022/12/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),通學|工作|採購日用|休閒|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aed3b34ee1ac054a6328fa.jpg,63aed3b34ee1ac054a6328fa,2.6,-7,0,桃園市,桃園區,光興里,桃園市桃園區光興里,154.524120047718,568.89211184325,"1","0"
"474",00474.jpg,22.61711078,120.2936679,2022/12/30,,63aaee394ee1acc9896327c1_子誠 蘇,,,,2022/12/30,2022/12/30,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aedc634ee1ac4f6d6328fb.jpg,63aedc634ee1ac4f6d6328fb,0,-10,0,高雄市,苓雅區,苓昇里,高雄市苓雅區苓昇里,516.501493812404,2170.0604888207,"0","0"
"475",00475.jpg,22.61745246,120.2948749,2022/12/30,,63aaee394ee1acc9896327c1_子誠 蘇,,,,2022/12/30,2022/12/30,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|私人佔用（商家、住家）|公共設施阻礙（有停車格）,有汽車行駛,總是如此(100%~95%),休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63aedca64ee1acf1466328fc.jpg,63aedca64ee1acf1466328fc,2.6,-7,0,高雄市,苓雅區,苓昇里,高雄市苓雅區苓昇里,490.823876736601,2082.18576653358,"1","0"
"476",00476.jpg,24.12537222,120.6840583,2022/12/31,,63ab8f694ee1ac66886327d2_路人甲,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,騎樓,沒有人行道或騎樓,沒有人行道或騎樓|私人佔用（臨時停車）|私人佔用（商家、住家）|公共設施阻礙（有停車格）,無車輛行駛,總是如此(100%~95%),休閒|其他|通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63af7bb24ee1ac0ef06328fe.jpg,63af7bb24ee1ac0ef06328fe,6,-5,0,臺中市,東區,東興里,臺中市東區東興里,216.128234389892,2243.52472245556,"1","0"
"477",00477.jpg,24.12517778,120.6641306,2022/12/31,,63aafbf84ee1ac0e056327cd_Richard Chen,63b29f74181b962669dffd90_Amber Chen,,,2022/12/31,2023/01/03,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afa2db4ee1ac03d6632900.jpg,63afa2db4ee1ac03d6632900,5.2,-2,1.6,臺中市,南區,福平里,臺中市南區福平里,110.361602908952,2205.9135098954,"1","0"
"478",00478.jpg,24.12451667,120.6638278,2022/12/31,,63aafbf84ee1ac0e056327cd_Richard Chen,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),採購日用|採購食物|就醫、照護,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afa45c4ee1ac0026632902.jpg,63afa45c4ee1ac0026632902,2.6,-7,0,臺中市,南區,福順里,臺中市南區福順里,148.194238097856,2240.43422381398,"1","0"
"479",00479.jpg,25.12997253,121.5281385,2022/12/27,,63afa42a4ee1ac74e9632901_Kuma,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,標線人行道(無實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有汽車行駛,通常如此(94~80%),採購日用|通學|親子活動|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afa4d64ee1ac3039632903.jpg,63afa4d64ee1ac3039632903,1.6,-10,0,臺北市,北投區,永和里,臺北市北投區永和里,1109.33206002379,1290.90502788852,"0","0"
"480",00480.jpg,24.14370833,120.6552361,2022/12/31,,63aafbf84ee1ac0e056327cd_Richard Chen,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afa7674ee1ac747f632904.jpg,63afa7674ee1ac747f632904,0,-10,0,臺中市,西區,公德里,臺中市西區公德里,799.336674694859,719.621626911455,"0","0"
"481",00481.jpg,24.14371389,120.6552056,2022/12/31,,63aafbf84ee1ac0e056327cd_Richard Chen,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afa78e4ee1ac205e632905.jpg,63afa78e4ee1ac205e632905,0,-10,0,臺中市,西區,公德里,臺中市西區公德里,802.46612382742,717.478102416268,"0","0"
"482",00482.jpg,25.03271328,121.4220679,2022/12/31,,63afb0884ee1ac1628632906_TOD,60e34449b652fe824b444847_哲瑋 劉,63bbe566181b96cec1e07464_CHUN CHUN,符合規定,2022/12/31,2023/01/09,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有自行車行駛,總是如此(100%~95%),通學|工作|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afb29e4ee1ac3981632907.jpg,63afb29e4ee1ac3981632907,7.4,1,4,新北市,泰山區,貴和里,新北市泰山區貴和里,761.931457417212,3882.47468724094,"0","0"
"483",00483.jpg,25.03083711,121.4208609,2022/12/31,,63afb0884ee1ac1628632906_TOD,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有機車行駛,總是如此(100%~95%),通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afb32c4ee1ac4e8a632908.jpg,63afb32c4ee1ac4e8a632908,5,-3,2,新北市,泰山區,貴和里,新北市泰山區貴和里,586.172712130532,3904.30930732098,"0","0"
"484",00484.jpg,25.032514,121.4217889,2022/12/31,,63afb0884ee1ac1628632906_TOD,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有機車行駛,總是如此(100%~95%),通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afb3b84ee1ac76c1632909.jpg,63afb3b84ee1ac76c1632909,5,-3,2,新北市,泰山區,貴和里,新北市泰山區貴和里,743.623096424674,3897.70833461637,"0","0"
"485",00485.jpg,23.32719389,120.15931,2022/12/31,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),工作|通學|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afbbd64ee1ac5e2863290a.jpg,63afbbd64ee1ac5e2863290a,2.6,-7,0,嘉義縣,布袋鎮,新民里,嘉義縣布袋鎮新民里,364.418934375804,10503.0849565368,"1","0"
"486",00486.jpg,23.32707167,120.1592019,2022/12/31,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|工作|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afbc334ee1ac5c5463290b.jpg,63afbc334ee1ac5c5463290b,0,-10,0,嘉義縣,布袋鎮,復興里,嘉義縣布袋鎮復興里,380.311459442451,10492.2611960589,"1","0"
"487",00487.jpg,23.32707406,120.1590379,2022/12/31,,63a5b57e4ee1ac1b54632752_Tsai-Yu Wu,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|工作|採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afbc7f4ee1acb7fc63290c.jpg,63afbc7f4ee1acb7fc63290c,0,-10,0,嘉義縣,布袋鎮,復興里,嘉義縣布袋鎮復興里,384.799812538519,10496.1711231467,"1","0"
"488",00488.jpg,22.6493019,120.2983593,2022/12/31,,63aaee394ee1acc9896327c1_子誠 蘇,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afbde64ee1ac32e563290d.jpg,63afbde64ee1ac32e563290d,2.6,-7,0,高雄市,三民區,安宜里,高雄市三民區安宜里,226.660424799797,1336.9298962025,"1","0"
"489",00489.jpg,22.63676747,120.2926017,2022/12/31,,63adc55e4ee1ac016b632892_kagome,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,公共設施阻礙（有停車格）|公共設施阻礙（樹穴）|公共設施阻礙（機電設備）,有機車行駛,通常如此(94~80%),通學|休閒|採購日用|親子活動,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc06b4ee1ac67ac63290e.jpg,63afc06b4ee1ac67ac63290e,5,-3,2,高雄市,三民區,鳳北里,高雄市三民區鳳北里,155.055690656668,1119.76278372665,"1","0"
"490",00490.jpg,22.63663214,120.2922859,2022/12/31,,63adc55e4ee1ac016b632892_kagome,63b4ca09181b964e79e00c2e_Larry Yao,,,2022/12/31,2023/01/04,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙|公共設施阻礙（樹穴）,有機車行駛,偶爾如此(29~10%),親子活動|通學|休閒|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc1d54ee1ac7be063290f.jpg,63afc1d54ee1ac7be063290f,5,-3,2,高雄市,三民區,鳳南里,高雄市三民區鳳南里,127.003630206924,1148.41558923546,"1","0"
"491",00491.jpg,22.98417502,120.2110451,2022/12/31,,63afc1fa4ee1ac9c44632910_Zining Hu,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）|公共設施阻礙（機電設備）,有機車行駛,通常如此(94~80%),採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc3024ee1ace37e632911.jpg,63afc3024ee1ace37e632911,5,-3,1.6,臺南市,中西區,法華里,臺南市中西區法華里,193.412912707139,622.013942028861,"1","0"
"492",00492.jpg,24.8721667,120.9970699,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),就醫、照護|通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc3244ee1ac73a9632912.jpg,63afc3244ee1ac73a9632912,0,-10,0,新竹縣,新豐鄉,山崎村,新竹縣新豐鄉山崎村,118.658461274181,3224.14630092641,"1","0"
"493",00493.jpg,24.8685103,120.9945868,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),就醫、照護|通學|採購食物|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc50d4ee1acfc5c632913.jpg,63afc50d4ee1acfc5c632913,1.6,-9.5,0,新竹縣,新豐鄉,松林村,新竹縣新豐鄉松林村,397.48633963802,3549.13395417621,"1","0"
"494",00494.jpg,24.8673108,120.9935399,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,63b29f74181b962669dffd90_Amber Chen,,,2022/12/31,2023/01/03,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有汽車行駛,總是如此(100%~95%),通學|就醫、照護|採購食物|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc5f04ee1ac53b7632914.jpg,63afc5f04ee1ac53b7632914,1.6,-9.5,0,新竹縣,新豐鄉,松林村,新竹縣新豐鄉松林村,363.12451610347,3658.71467048835,"1","0"
"495",00495.jpg,24.8665111,120.9926642,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|採購食物|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc69a4ee1ac721b632915.jpg,63afc69a4ee1ac721b632915,0,-10,0,新竹縣,新豐鄉,松林村,新竹縣新豐鄉松林村,373.257381334173,3731.52128255732,"1","0"
"496",00496.jpg,24.8677055,120.9905882,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|親子活動|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc77f4ee1ac2733632916.jpg,63afc77f4ee1ac2733632916,0,-10,0,新竹縣,新豐鄉,松林村,新竹縣新豐鄉松林村,189.636595723548,3573.95463732355,"1","0"
"497",00497.jpg,24.8665978,120.9902193,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc8444ee1ac73d2632917.jpg,63afc8444ee1ac73d2632917,0,-10,0,新竹縣,新豐鄉,松林村,新竹縣新豐鄉松林村,316.448729297498,3692.68788019285,"1","0"
"498",00498.jpg,24.8661801,120.9906629,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,有汽車行駛,通常如此(94~80%),通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc8bc4ee1aca87d632918.jpg,63afc8bc4ee1aca87d632918,4,0,0,新竹縣,新豐鄉,松林村,新竹縣新豐鄉松林村,357.817870610175,3742.85275740195,"1","0"
"499",00499.jpg,24.8655283,120.9921968,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）,有汽車行駛,總是如此(100%~95%),工作|通學|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afc9824ee1acda1c632919.jpg,63afc9824ee1acda1c632919,1.6,-9.5,0,新竹縣,新豐鄉,松林村,新竹縣新豐鄉松林村,453.086475289217,3832.52125393002,"1","0"
"500",00500.jpg,24.8652074,120.9910609,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,有汽車行駛,通常如此(94~80%),通學|採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afcaa04ee1ac7a3463291a.jpg,63afcaa04ee1ac7a3463291a,4,0,0,新竹縣,新豐鄉,松柏村,新竹縣新豐鄉松柏村,466.245792275972,3854.09488180342,"1","0"
"501",00501.jpg,24.8669844,120.9896992,2022/12/31,,63acec774ee1ac170d632839_Celia Chang,,,,2022/12/31,2022/12/31,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),通學|採購日用|採購食物|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63afcba84ee1ac88f463291b.jpg,63afcba84ee1ac88f463291b,0,-10,0,新竹縣,新豐鄉,松柏村,新竹縣新豐鄉松柏村,289.848704628988,3645.83845876297,"1","0"
